Serendipity,"Toys that make kids an adults know, love and care for their country"
Sereni,"Sereni is a well-being platform that provides online therapy and nutrition sessions with vetted professionals, helping working professionals in Latin America."
Serve,An online marketplace for volunteering that improves its efficacy and experience.
SESEWA,SESEWA is preparing youth in Nigeria for the world of work by equipping them with in-demand skills and connecting them w
Settlyt,"Settlyt is a digital social ledger for making, tracking, and resolving everyday competition among friends."
SexualiTea,A comprehensive digital sexual and reproductive health platform to provide information and resources to young people
Shadow,"A live video tool for new hires to watch the best employees work, ask questions, and learn what success looks like."
"Shamiri Institute, Inc.","Shamiri helps adolescents with depression & anxiety to thrive, improving mental health, grades & relationships."
Shamsina,Shamsina provides access to affordable solar technologies for energy poor communities.
ShareX,Geography based group purchasing of goods or services
Sharing Studio,A cloud-based 3D design community platform that enables design updates in real-time.
SheepyBaby,We deliver a digital health platform to planning couples to improve preconception health and improve health outcomes for both the baby and the mother.
ShelfLife,ShelfLife makes ordering from and communicating with suppliers faster and simpler – save time while boosting margins.
Shelly Xu Design,"First zero waste fashion startup with original designs that are more accessible, versatile, and fully zero waste"
Shepherd Therapeutics,Shepherd Therapeutics is a patient-centered biotechnology company aimed at developing drugs and therapies for a portfolio of rare cancers.
Shipster,Shipster allows anyone to make money delivering packages. We connect local and online deliveries with people “going there anyway.”
SHLD (Self-Healing and Loving Dialogue),"SHLD leverages social media to prevent mental health crises and promote wellness of young adults, particularly those with marginalized identities."
Shopping Cart,Shopping Cart provides users with a simpler way to manage emails and receipts received from e-commerce websites.
ShoutAbout,"Do something about current events. Beneath news articles, ShoutAbout connects people with relevant nonprofits."
Side,Side: a plug-and-play recommendation engine for ecommerce sites. Product suggestions are highly personalized by using social network data.
SidelineSwap,"SidelineSwap is a peer-to-peer marketplace where people connect to buy, sell, and trade sporting goods."
Sightglass,Sightglass is a knowledge management platform that provides organizations a frictionless way to find internal expertise and avoid reinventing the wheel. Unlike internal wikis or ...
Signature Orthodontics,We apply a new 3D ceramic printing technology to make custom orthodontic brackets to decrease time and cost of braces.
SIGNUM,A digital platform that digitally consents patients for procedures with high quality educational videos
siLAB,"siLAB is a computational contractor, automating construction systems for ecological landscapes and the public realm."
Silvia Health,Silvia Health offers a call-based service platform for early diagnosis and prevention of dementia for elderly people.
Simple.Careers,"Simple: an app that allows top students to discover and connect with employers. Way better than career fairs, but they still get swag!"
SimpleFuture,Simple Future is redesigning the $60B Unclaimed Property (UP) program to make it easier to deliver UP back to the people
Singularity,Singularity: AI-Powered Distributed Energy Networks
SiPure Membranes,SiPure Membranes is a patent-pending nanoporous silicon membrane for any filtration process.
SitterCycle,Sittercycle: great and affordable childcare for all families.
Skillist,Skillist connects talented job-seekers without four-year degrees to high-paying jobs that value their skills.
SkillStride,SkillStride is an e-learning platform providing content library & tutoring marketplace to the K-12 segment in Indonesia
Skyhook AI,Enable data-driven decision making in sports by delivering novel insights based on high-resolution player tracking data and deep learning.
Sleep Squad,Smart-Blind that gently wakes you up in the morning with natural light.
slide,"slide is an API for personal information which makes it possible to initiate and maintain user-vendor relationships without forms, while keeping both parties perfectly up to date. This ..."
Small Batch News,Daily world news podcast in 5ish minutes.
Smartnet,"With Machine Learning, we predict and cache all you need for the day with cheap home WiFi before you head out."
SmartScreen,genetic disease diagnosis
Smarty,"Smarty is an AI powered assistant for scheduling. It manages your meetings, tasks, and other deadlines while learning how to automate your to-dos."
Smidian,"Grades are obsolete. Smidian lets teachers challenge, inspire and meaningfully track students with digital badges and creative projects."
smoodi,"smoodi is making people happier and healthier with its self-cleaning machine for fresh, customized smoothies."
SMX,"What if you could create a personal, geo-tagged music playlist(s) that plays music by responding to your actual, physical location?"
Snowball Buzz,"Platform to crowdsource ideas for change within organizations, empowering people to build momentum and challenge the status quo"
Social Bookmarking,"A social bookmarking app that helps you simultaneously share, save, and discover your online identity with who you want, wherever you want."
Socrates,Matches online course data from MOOCs w/ occupation & labor market data so students can rank practical value of different MOOC credentials.
Socrates: A New Philosophy to Fashion,Socrates blends technology & fashion to create fashion products that empower consumers to live their lives their way.
Solchroma Technologies,"Solchroma is building the world’s most vivid, sunlight readable displays for large area digital signage as we envision our future in bold color."
Soldiers Field Capital Management,Soldiers Field will use a quantitative market analysis tool to speculate with options on indexes on the stock market. With the consistency of a backtested algorithm and the continual ...
SolidEnergy,"Super high energy density batteries that are rechargeable, malleable, and work safely at extremely high temperatures."
Sonation,"Sonation’s mission is to empower people to have beautiful experiences with making music, where it’s all about the individual’s creative voice. With our unique accompaniment technology, ..."
Songshark,Songshark is an automatic music company specializing in video soundtracks. We provide soundtracks on demand for social media videos.
Soocur,A social marketplace where travellers can offer their excess space to bring urgent things to people in need.
Sophya,"By leveraging computer vision and data science analysis of internet learners, Sophya helps students learn better using internet content."
sort.it,"Sortit is a tool for sorting a large set of people into smaller groups, optimizing over people’s preferences. Like Harvard’s sectioning tool, but generally accessible and adaptable."
Source: Resource App for Homelessness,"We collaborate with stakeholders in homelessness to tackle the complex issue technologically, from building a “Yelp” for"
Space Paint,"Using NASA patents, we are adapting space-based technologies to improve energy and cost savings for our customers."
Sparkle,"Our product is a STEM toy aimed at girls, intended to give girls an equal opportunity to fall in love with STEM through the power of play."
SpeakEasy,"Empowering our world to engage in genuine, live video conversations on the topics that matter most #speakeasy"
Special Agents,"A new NGO to help families raising kids with disabilities navigate the complex, overwhelming health care system."
Spectacyl,"Spectacyl is a platform that helps marketing and sales executives track their above-the-line, offline, PR and events marketing efforts and correlate that activity to their real KPIs. ..."
Speech4Good,"We create technology that lets speech therapy students monitor their progress, improve their practice, and get fluent."
SpeedVenture,"SpeedVenture is a social online platform for investing seed capital. SpeedVenture makes investing in startups social, simple, and rewarding."
Spencer Jane,"Spencer Jane is a millennial centric, branded sustainable pantsuit line."
SpinCo America,Bringing spinning-only studios to main street America.
Spirit Rock,Yelp for spiritual and religious communities augmented with tools to help individuals discover their beliefs and find matching communities
SplitNGo,"Don’t wait for your bill at the restaurant. Just pull out your phone, see your bill, and pay in 45 seconds with #SplitNGo. No app required."
Splitwise,Shared expenses.
SponsorJoy,We lower the out-of-pocket cost of weddings by connecting sponsors with targeted wedding advertising opportunities
SportLux,Performance chic clothing for women.
Sports Industry Influencers,Community building organization focused on improving D&I in sports biz through events and developing a digital network.
Spotlight,"Spotlight is transforming the way people connect with global, local, and private moments through an innovative mobile video platform."
SPOUTS OF WATER,SPOUTS OF WATER (SPOUTS) manufactures and distributes affordable ceramic water filters to improve the access to clean drinking water in Uganda.
Spray Cake,"A cutting-edge innovation in home baking, Spray Cake makes warm, fresh and delicious cake as easy as a whipped cream-style can of our batter, a pan, and an oven or microwave."
Spruce,"When you want to declutter and sell your possessions, Spruce will come pick up, package, store, and sell your personal belongings."
Spruce & Co.,"Spruce & Co creates simple products that encourage a healthy lifestyle through everyday routines. Our first product, Sprucies, are gentle, natural, disposable screen cleaning ..."
SQ Technologies,SQ’s mission is to prevent sexually transmitted infections (STIs) and significantly improve individual and public health by providing a mobile solution for individuals to share and ...
Stabilitas Ventures,SV’s Beacon App helps International NGOs keep track of employees working in developing countries and enables employees to get help during emergencies.
Stacks,"Fast, cheap, and scalable data analytics as an energy-efficient Compute-as-a-Service via specialized hw accelerator"
StakeTrak,"Automatically keep track of the stakeholders in your case, cause, or community."
StartHub Africa,StartHub Africa is an EdTech startup fighting unfulfilled potential of African talent by developing Africa’s next-generation workforce.
StatGenomics,"We use next-generation sequencing to quickly diagnose patients with any infection, including those that cannot be identified by any other means."
StatusQuota,StatusQuota provides sales technology tools to help sales reps and executives get more out of the software they use today.
Stay,Stay makes you love your city by partnering with the best organizers to curate social relationships and experiences inspired by local leaders.
Stealth Fintech Startup,"Stealth Fintech Startup is a financial data platform that empowers employers to expand smart cash transfers, the worker benefit for a better future of work."
STEAM Adventures,STEAM Adventures is an interactive storytelling app designed to support parent-child interaction and foster early interest in STEM.
STEAMline,STEAMline is an innovative tech-driven nonprofit platform that streamlines entry and retention in STEAM fields.
STEMgem,"STEMgem is a device toolkit that allows learners to build real, useful, and relevant technology. Our mission is to engage teenage girls in STEM."
STEMid,"STEMid = web platform that facilitates hands-on learning + mentorship via science, technology, engineering and math internships."
STEMINA,Develop a brand for youth to be interested in STEM through fashion & comics
Sticky,"Sticky is a line of colorful, lifestyle cases for the GoPro. Get more out of your GoPro and film everyday, not just when you are skiing and surfing."
Stitch,Stitch is a team communication platform for medical providers.
StoryEntry,We solve the time and geography issues associated with maintaining strong relationships
Stowe,Stowe is the AirBnB for storage space.
Strada,"Uses ML to automate routing of truck shipments with respect to cost, speed, environment, final configuration of trucks."
StrattyX,The StrattyX app lets you make customizable bots for your stock and crypto account.
Striva,"Providing student loan solutions tailored to the Sub-Saharan African market, Striva is SoFi for emerging markets."
Struct Club,Struct Club helps fitness instructors easily prepare and teach their group exercise classes.
Strudel Labs,Strudel is a mobile app that makes meditation easy and accesible to everyone.
Student Loop,Connecting teachers and parents with community resources to support student learning.
Studio Dental,"Do you pay for dental insurance? If so, when was the last time you’ve been to the dentist? Most people who pay for dental coverage don’t actually use it. Studio Dental is ..."
Studio Wood,"In the age of Internet of Things, why can our furniture not be smarter? Furniture could be more than just static items imagine an smart ecosystem"
StudyBuddy,StudyBuddy is a mobile app that helps students connect with classmates.
StudyHippo,StudyHippo helps patients and their physicians find nearby clinical research studies that match their needs.
StudyMatch,StudyMatch is a website that places students into study groups in order to improve students’ sense of belonging
StuffOut,StuffOut helps musicians keep track and trade all of their band gear.
Style Anthem,Style Anthem’s mission is empowerment and self-discovery through style. Style Anthem is an affordable personal styling company that helps you use what’s already in your ...
Subleto,An online platform for people (primarily students) to post and find medium term rentals/sublets.
SubSelect,"SubSelect is an online platform bringing the best subs, to the schools that need them most, with the resources they need to succeed."
Sun-Walker,The Sun-Walker is an inexpensive solar energy system for agricultural settings.
SunVestor,"Solar CAN return 3-4% a year, making it a stable investment opportunity people like us. People like to invest in green and good. However, most solar, even at the residential and small ..."
Suono Bio,"Suono Bio has developed breakthrough technology enabling ultra-rapid delivery of therapeutics across biologic tissues, such as the gastrointestinal (GI) tract. The SuonoCalm enables ..."
SuperSymmetry,Design and production of apparel that adjust to the user biological or environmental condition through the use of smart materials.
Supplementary Insurance,Helping the young to affordably achieve healthcare financial security.
supvrhero.com,A web-based platform that facilitates knowledge transfer and enhances learning through immersive virtual reality video.
Surge Employment Solutions,"Surge Employment Solutions sources, trains, and places formerly incarcerated people for highly skilled trade positions."
SurgiSite Band,We help clinicians eliminate wrong-site surgeries by incorporating a visual aid to improve clarity and accountability
Surround Insurance,"Surround Insurance builds customer-centric, technology-enabled insurance products to serve modern consumers."
Suyo,Suyo helps families secure their property rights by offering the most affordable and reliable property formalization services in Latin America.
SwapLingo,SwapLingo.com is an online language exchange portal that allows language students to replicate the study abroad experience by engaging with language enthusiasts around the world.
Swapty!,"Swapty!, harnesses the power of Big Data, and small local data, giving the everyday user the power of data visualization, and analytics."
SWEDISH FALL GmbH,"From a functional and from a design standpoint, we are striving to take cheerleading sportswear (and shoes) to the next level."
SweetSpot,We’re a location-based mobile app that connects online learners to great study spaces and one another.
Swift,An electric scooter/transportation sharing system with docks for Harvard.
SwitchIt,"SwitchIt finds retail electricity customers the best deal and switches them to it, saving them the hassle and confusion of searching and switching"
Switchspace,Switchspace enables students to connect and transfer leases with one another at a fraction of the price brokers charge.
Synapse,Synapse provides social support for individuals with brain injury through a national network of student-led chapters.
Syncrobes,Engineering the gut microbiome for more efficient and greener livestock production.
synXpro,synXpro creates precision protein therapeutics by engineering symbiotic microbes for targeted delivery of biologics
SyriaScholar,We connect Syrian university students with British and American academics to deliver live and interactive tutorials and lectures – all free of charge.
T-var EdTech,T-var EdTech creates and sells affordable assistive technologies that teach literacy within a Universal Design for Learning (UDL) framework.
Tailr,"Providing an accurate, confident, and personalized size recommendation for your online clothing purchases."
talentEd,"talentEd is an online marketplace that empowers schools to find the best talent to serve their students. Our entry point will be substitute teacher acquisition and management, a ..."
TalentLab,TalentLab helps companies quantify the ‘cultural fit’ of their job applicants.
Tamarisc,Tamarisc is an early-stage venture investment firm providing resources to enable entrepreneurs to do amazing things around energy efficiency and green real estate.
TandemED,TandemED organizes urban communities to self-design and deliver educational content that provides purpose and motivation for youth to engage the learning in public schools. TandemED ...
Tang,The Tang mobile app allows Filipino overseas workers to send money home and the receiver to use the same app to e-pay
Tangible Realtime Board,A device that allows visually impaired students to perceive information written on an interactive whiteboard in realtime
Tap,"With a simple tap of one phone to another, you can transfer the social profile you want others to see."
TapRank,Simple rating platform designed for developing countries.
TarDisk,"Double your onboard MacBook storage by adding 256GB of Secure, Seamless, Storage. A simple, tool‐free hardware platform."
TBDee,TBDee is reinventing travel booking by starting with the customer.
Teach for El Salvador,"EnseÃ±a por El Salvador is an organization that is creating a movement of leaders to commit to spend 2 years in classrooms, to make a positive impact on the minds and abilities of ..."
Teacher Impact Collaborative,"Leveraging VR & AR tech, we support districts in developing effective processes to recruit & retain teachers of color."
Teaching Artists International,We transform musicians into global citizen artists thru cultural exchanges that support music education around the world
Teachly,Teachly is an application that makes higher-ed classrooms more inclusive and effective by providing faculty with data-driven insights on classroom participation.
Team SPACE,We are redefining private space by creating a platform for shared productive and social space in major cities.
Tekal,We bring scalable AI solutions in social policy and infrastructure to an untapped market segment: low/mid tech cities
Tempo,Tempo is a trusted exchange for sensitive data
Tendrel,We curate peer-to-peer mentoring groups and tools for social impact leaders to promote personal and professional growth.
Terascale,Terascale will manufacture the most efficient and cost competitive solar panel.
TetraScience,TetraScience is applying the Internet-of-Things to laboratories.
The Aid Supply Protocol,Connects local relief agencies with people impacted by fast-onset natural disasters through biometric sensors.
The AMEL Project,We train human rights activists how to change their societies from within.
The Apprentice Project,Builds 21st century life-skills and socio-emotional skills by using co-curricular activities as a medium
The ArchSlate Company,ArchSlate is a tool to streamline talent acquisition processes for the AEC industry
The Beat Academy,We design opportunities for marginalized youth to generate a lifetime income through music royalties.
The Catalyst,"Interviews with people who are catalyzing impactful moments within their careers, communities, and countries."
The Clubhouse,We help student-athletes monetize their names and likenesses by connecting them with paying advertisers
The CodeX Program,Help students from low-income backgrounds find success in the tech sector and secure economic mobility through summer and academic year tech programs.
The Color Bar,"theSaladBar is a low-sugar, high-fiber, vegetable-based nutrition bar. Unlike many other nutrition bars on the market today that are packed with unhealthy ingredients, theSaladBar makes ..."
The Concordium,The Concordium is a web-based video conferencing platform serving as an e-support network for socially isolated seniors
The Dressary,Online dress library for college girls to exchange party dresses for a small rental fee.
The Drop,An online platform that temporarily stores interactions on social media and collectively releases them to artificially create viral trends (virtual flash mobs).
The Food Lab for Kids,The Food Lab for Kids targets two problems children in America face performance in the sciences and childhood obesity. Our goal is to foster an interest in the sciences through food and ...
The Global Teacher,"The Global Teacher (GT) partners educators around the world to impact teaching and learning- when we collaborate, all our students win! Teachers and administrators join our web-based ..."
The Happiness Project,"We’re brought up to believe that happiness is something you need to earn—scoring that high-paying job, getting that A, or winning that award. Our vision here at The Happiness Project is ..."
The Holistic,"The Holistic is a food start-up offering naturally sweetened, gluten and dairy-free foods that add energy, nutrition and vibrancy to your life with no compromise on taste. Our basic ..."
The Ideas Box,"A portable multi-media toolkit, the Ideas Box equips communities with customized technologies and programming to access critical information and to produce culture."
The Justice Professionals,Support African NGOs and lawyers seeking to protect human rights through law by sending them lawyers from and funded by top-tier law firms.
The Kelsey,"The Kelsey is creating thriving inclusive residential communities where individuals with and without disabilities live, play, and grow together."
The Key,"The Key connects high-level students and sought-after companies, simplifying the recruiting process for internships and entry-level positions."
The Land Regeneration Fund,"A land acquisition fund for at-risk, abandoned agricultural plots, The Land Regeneration Fund partners with responsible growers for their future stewardship."
The Libra System,"With the Libra System, your household products simply show up at your door, right when you need them."
The Negotiat’HER Project,"Increase girls’ power by building their negotiation skills, through in person training and a digital learning platform"
The New Academy,The New Academy bridges the opportunity divide by empowering disadvantaged children in developing countries to realize their full potential with an online high school.
The Next Factory,The Next Factory is the personal factory that everyone can create unique personal product. We develop open source 3D Printer to enable that.
the nutrition algorithm,The nutrition algorithm is a website where you can write grocery lists that meet your nutrition needs within your budget. Build a profile today to start eating healthy for less money!
The Perfect Chai Maker,Making a good coffee now requires just the touch of a button but there is no machine to make a traditional cup of Chai.
The Pivot,Pivot is a versatile chair attachment that tailors the degree of privacy around an employee’s work space demanded by the task at hand.
The Pixel Park Project,"The Pixel Park Project hopes to cultivate a healthier, more vibrant concrete jungle. Vertical planters are hung on the the back of existing sign posts to inexpensively insert green ..."
The Plot,Informal learning technology.
The Powder Room,"The Powder Room frees women to live life â€œuninterruptedâ€ providing everything needed during that time-of-the month, right when its needed"
The Research Science Network,"Platform that provides, in a rapid and concise manner, video content from newly published research scientific articles."
The School Box,The School Box: A pre-source for communities in crisis
The Social Dresswork,"An online rental platform that facilitates peer-to-peer dress exchanges on college campuses, saving women hundreds of dollars each semester."
The Social Innovation Engine,Social Innovation Engine seeks and cultivates the capacity for social innovation in emerging countries. We intend to have two major functions based on an accumulative and open case bank ...
The Summer Playbook,"The Summer Playbook seeks to bridge university students during the summer by sharing students’ locations within a secured community, and how they’d like to interact with ..."
The Teen Magazine,TheTeenMagazine.com is a magazine for teens written entirely by our community of student journalists.
The Universal Scholarship Application,"The Universal Scholarship Application is providing an efficient, scalable application for students to win scholarships."
The Wardrobe Essentialist,"We help professional men make a great impression in today’s meetings, using their wardrobe."
The Welcoming Committee,The Welcoming Committee is a movement of LGBT people that organizes one-time-only takeovers of venues and travel destinations.
The White Widow Co.,"White Widow Co. produces market leading cannabis accessories for flower consumers that are safe, discrete, & convenient."
The Wolfe,The Wolfe is a portable device that brings the graphical computing power of a desktop right to your laptop.
Theatrical Outreach Program,"With a shrinking economy, support for the arts and arts education is dwindling amidst budget cuts. At the same time, there is a need for both more community involvement and hard skills ..."
Theory,"Theory is a boutique consultancy creating proprietary data-driven algorithms and interactive user experiences, as well as helping clients identify talent for their analytic needs. Our ..."
Theraoptix,"Our unique contact lens delivers medication to the eye for 1 week continuously. It could replace the complex, ineffective and burdensome eye drops."
Theraplexus,"Theraplexus offers rapid, low-cost drug discovery with network science and AI, and uncovers new therapeutics, with a focus on heart disease."
ThetaSense,ThetaSense continuously monitors epileptic brain activity to minimize disruptions to lifestyle and improve diagnosis
Third Space,"Third Space delivers re-energizing spaces for professionals between work and home that support relaxation, spark creativity, and strengthen community."
ThisLand.org,We seek to foster civic engagement among rural students and increase public awareness about social issues in America’s rural areas.
ThisTime,Why waste time finding time? ThisTime helps you schedule meetings with ease.
Thought Bubble,"Thought Bubble is a research-based approach that leverages current mobile/video technology to create an affordable, personal, anytime, anywhere, bite-sized learning experience for K­12 ..."
Thrively Health,"Thrively is a tech-enabled social enterprise dedicated to applying cutting-edge science, technology, & collective wisdom to promote community health."
Tiggly,"Making the iPad the modern day sandbox: we are introducing physical objects, like shapes, to interactive and entertaining iPad games."
Tikka,"Tikka, “trust” in arabic, aims to replace the “world of mouth” system and digitize the event industry in Morocco."
TimeCapsule,Remember the joy you got from burying your treasure in your backyard? We are making a location-bound mobile app that recreates that joy.
Timeline,A fully zoomable timeline-based calendar alternative (continuous zoom as opposed to discrete zoom).
TimeStamp,TimeStamp accurately records exactly how you spend your time. We create a comprehensive visual record that allows you to actively delegate your time and so be more deliberate about the ...
Tisket,"Shopping online? Use Tisket to talk about the products you want, with the people who matter."
Titan Medical Technologies,Titan Medical Technologies is a medical device company that aims to be at the cutting edge of medicine through 3D manufacturing of precious metal medical implants. We hope to ...
Toast,Toast is a mobile platform that (1) enables friends + family to send a celebratory drink via their mobile devices and (2) enables bars to find + engage customers.
Tolemi,OpportunitySpace is the Zillow for government-owned real estate.
Tomato Jos,"Tomato Jos is a for-profit social enterprise that is making the first domestic brand of tomato paste in Nigeria. We operate across the full tomato value chain (farming, logistics, and ..."
TONES,TONES offers women of all shades fashion and beauty products that match or are complementary to their unique complexions and body compositions.
TOP UP,TOP-UP is a marketplace where consumers in Mexico can earn mobile data by completing engagements with brands and governmental agencies.
TOTO Express,We are a design licensing agency in India connecting rural artisans with corporate bodies around the country.
TRADR,Tradr is a mobile app for users to buy and sell used goods in their neighborhoods by simply swiping right and left on suggested items.
Trajectory of Hope,"Awakening educators awareness of bias regarding black male identities while shifting their mindsets, to amend school discipline outcomes for them."
Transcend,"We give consumers control over their personal data. Use our tools to get access to your data, opt out of data brokerage, and share data how you want."
transforME!,transforME! is an association of four Brazilian (micro-) entrepreneurs who envision to transform Brazil into a country of innovative entrepreneurship. Inspired by international models ...
Translo,A patient-centric biomedical data sharing platform built to accelerate clinical trials
TraumaLink,TraumaLink will harness the power of communities to tackle the lack of pre-hospital care for road traffic accident victims in Bangladesh. By working with both the communities and ...
Travery,An interactive planning and booking website where users create trips and invite friends to design the best itineraries and split payments.
Tread,Tread is the social app for sharing amazing experiences and incredible places – Humblebrag your heart out. More than 75% of millennials prefer to spend money on experiences over ...
Treasr,Hyperlocal marketplace for free and low cost goods – we will be the monopolist alternative to throw away
TreatMNT,TreatMNT works with healthcare providers to build and implement personalized total patient care modules for patients with chronic disease or chronic disease risk factors.
Tress,Tressed is an on-demand hair styling company for multicultural women (think uber for hair!).
Trey,Trey uses data to help high school athletes and their parents successfully navigate college athletic recruiting.
TrialUp!,TrialUp! makes clinical trials more efficient by connecting pharma with highly effective and diverse recruitment sites throughout the country.
Trignis,We’re bringing barbecue to the masses.
Trill Project,"Trill, a combination of the words True and Real, is an anonymous social networking mobile application that is supportive"
Trippi,Trippi is a collaborative travel-planning platform designed to add socioeconomic accessibility to group travel planning
TrivPals,"TrivPals brings friendly competition to trivia. Through speedy games of wits on their phones, pals race against the clock in fun, intense duels to see who’s smarter. Born over ..."
Troav,"Rent the Runway for Consumer Products: Become a member and borrow anything, anytime."
Trophy,"Trophy offers a private space for college friend groups to share photos of each other, called trophies."
True Footage,"Real estate company using video, computer vision, and machine learning to provide consumer reports for every real estate transaction."
TrueMotion,"Truemotion’s smartphone-only usage-based insurance platform helps you increase adoption, reduce your costs and collect better data to drive risk algorithms."
Trustfund,Trustfund is a peer deposits sharing service; a social banking platform for users to lend extra deposits and make money.
Turftalk,Connect and share w/ people around you on turftalk.us. Turftalk lets you create and join social spaces (turfs) tied to a physical location.
TurnTable,We build software to help restaurants turn tables faster.
Tutoring Tomorrow Today,TTT is a tutoring program that builds community between campus workers’ children and university students in order to tackle the achievement gap.
TutorLine,Tutorline matches high school students in the UK with high quality maths tutors in India for low cost online 1-1 tuition
Twisted,An app the connects the physically disabled with companionship and/or assistance with small tasks (non-medical)
Two Rabbits,High quality early childhood education for the world’s most vulnerable children.
Tympani Life Sciences,"Improving public health and quality of life with locally-applied, easy-to-use antibiotic delivery systems."
U-Doodle,We use collaborative art to unite the world.
uli Tech,We are revolutionizing early stage real estate development with a software that provides a bi-directional link between design and finance.
Umbulizer,"Umbulizer is developing a reliable, low-cost, and portable device that can provide continuous ventilation to patients"
Ummo,Ummo is a personalized speech coach — think of it as a “FitBit” for your speech fitness.
Uncharted Play,"Uncharted Play combines fun and FUNction to empower communties worldwide. Flagship product is SOCCKET, an electricity-generating soccer ball."
Uncoded: Qualitative Data Solutions,"Uncoded will conduct large-scale, accessible culturally competent qualitative data collection and consulting services."
Uni – College Marketplace,A mobile application that acts as a peer to peer secondhand marketplace for students within a college community.
UniCoin,"We utilize blockchain to alleviate inefficiencies in banking systems by introducing a secured, trusted, and transparent mechanism for reconciling debt"
UniDx,"At UniDx, we are employing drop-based microfluidics to quantitatively detect diseases at an early stage and at a low cost, beginning with malaria."
Universal Tennis,Universal Tennis Ratings provide tennis players a common scale to determine their level of play. The 16-level scales’ from beginners to elite world-class professionals’ ...
Unlocked Prep,How do you get high school students to study for standardized tests? Have them unlock their cell phones with study questions!
Unshrinkit,"Unshrinkit is a patent-pending liquid solution that helps people gently unshrink their wool clothing back up to its original size. Everyone makes mistakes in the laundry room. Now, you ..."
unsize,Unsize eliminates the uncertainty of “Will it fit me?” during the online shopping process through a webapp and connected hardware device.
Upgrade.Ed,"Upgrade.Ed is a ‘choose your own ending’ Tim Burton-esque adventure, online narrative and game to get students to complete school."
UpGrowth,A better way to make sense of and grow one’s human capital for the 21st century.
UPON,"UPON’s mission is to eliminate labor underutilization and increase women’s access to the workforce, by matching candidates to flexible jobs."
Urban Canvas,Urban Canvas will make public art possible in the 21st centuryâ€”extending our cultural landscapeâ€”through the creation of a public art market.
Urban Mobile Sensors,Urban Mobile Sensors leverages the availability of mini sensors by creating bicycle mounted sensors to remap the urban environment. By collecting data on multiple environmental ...
Urbânamos HealthScore,Urbânamos HealthScore is working to minimize environmental health risks for urban residents by using transparent data analysis and evidence based research.
Urbane Sophisticate,"A new digital lifestyle magazine, Urbane Sophisticate, aims to give tomorrow’s future a voice today."
UrSure,UrSure makes urine and blood tests that measure and improve adherence to medications.
USA Mental Health,Building “Mindfully Expressive Healing Communities” for Mental Health
User Interviews,"We help companies recruit participants for user tests, user interviews and focus groups to test their products and markets."
uVedas,uVedas provides personalized daily vitamin packs informed by 1. DNA Test + 2. Health Survey + 3. Your Enhancement Goals.
VACU Scan,VACU Scan – a point-of-care smartphone-based prognostic test for assisting in treatment of diabetic foot ulcers.
Vagari,We build custom travel itineraries using machine learning and personality tests with support from local governments.
Vaiad,"Vaiad is a self-service tool that websites can use to sell ad space directly to advertisers, at scale and more easily than ever."
Valet.io,"Valet.io creates mobile and online fundraising solutions for schools, politicians, and charities. We’ve worked with Cory Booker, BronxWorks and more to create dynamic donation ..."
Valteon,"Valteon is engineering the VetPatch: an innovative, easy-to-use patch platform that provides automated drug delivery for diabetic pets. Diabetes is a problem that affects nearly 1 in ..."
Vasanta Health,Vasanta’s ShiftTrak DAAS platform helps nurses and administrators predict and prevent burnout in their workplace.
Vasculogic,Making the world a better place for ESRD patients via a device solution which regulates hypertension preemptively as opposed to reactively.
Vaska Technologies,"Smart, internet-connected containers that measure, dispense and automatically reorder consumables. We starting with k-cups and coffee."
Vaxess Technologies,"Vaxess is committed to developing the next generation of vaccines, immunotherapies, and diagnostics that lead to better patient outcomes and are more easily distributed around the world."
Venuefly,Venuefly allows people to host cool events in cool spaces. Our platform allows customers to throw an awesome party with the ease of a click.
Verdie,Verdie provides environmentally responsible waste management for businesses.
Veri Nano,We have developed self-healing antimicrobial gel barrier with unique nanotechnology to prevent mastitis in dairy animals
Veritas Coaches,"Student-centered, affordable, and high quality tutoring by Harvard students."
Verivas Solutions,Verivas has developed a medical device that can greatly simplify the procedure of harvesting veins needed for coronary artery bypass grafting.
Veterans Business Owners Initiative National Scale-Up,Veterans Business Owners Initiative Scale Up: Boston’s successful mutal microfinance/business incubator for disabled veterans goes national.
Vikas Birhma,We provide farmers and buyers a platform that empowers them with transparent price discovery and agency to sell and buy from anyone across India.
Village,Catalyzing women’s advancement by building community spaces anchored in daycare that centralize family and child care.
Villy,Villy helps travelers find the best place for their stay.
Vincere Health,"Vincere Health uses real-time rewards and behavioral nudges to motivate users to smoke less, walk more, and live healthier lives."
VintCloth,VintCloth offers carefully curated vintage clothes. Imagine an online destination to renew your closet but making money while doing so.
Viriditas,To revolutionize the fashion industry into a sustainable and high-tech ‘green style’ business.
Virtual Empathy,A virtual reality platform that allows users to experience perception as affected by impairments and mental disorders
Virtudent,"Virtudent is a telehealth solution for dentistry, expanding access to oral-health experts and improving the quality of dental care."
Virtuosa Beauty,Virtuosa Beauty redesigns ordinary products to be smarter and more effective. We started by reinventing the shower cap so that it actually works!
Visible Hands,We are the startup studio focused on reducing risk and reducing bias for underrepresented founders.
Visionairy Health,VH develops an automated chest x-ray screening solution to reduce radiologists’ workload and increase their efficiency.
Visualize Venture,Feature length animation film that combines top quality animation with high technological and environment sustainability content.
